CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
PSYC9210,Lifespan Development,AI,Understanding cultural practices within their own context,,,,,,,Cultural relativity,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Biological inheritance,,,,,,,Nature,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Environmental experiences,,,,,,,Nurture,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,"Gradual, cumulative change",,,,,,,Continuity,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Stage-like qualitative shifts,,,,,,,Discontinuity,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Issue asking whether early traits persist or change,,,,,,,Stability vs change,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Perspective emphasizing individuals shape their own development,,,,,,,Active,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Theorist who viewed the child as a 'blank slate',,,,,,,Locke,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Belief that a tiny human exists in sperm or egg,,,,,,,Preformationism,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Theory emphasizing unconscious processes and early experiences,,,,,,,Freud's psychoanalytic theory,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Theory emphasizing psychosocial crises across the lifespan,,,,,,,Erikson's psychosocial theory,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Theory stating children actively construct knowledge,,,,,,,Piaget's cognitive theory,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Piaget believed cognitive change occurs through,,,,,,,Maturation,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Theory emphasizing culture and social interaction,,,,,,,Vygotsky's sociocultural theory,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,"Model including environment, behaviour, and cognition",,,,,,,Bandura's reciprocal determinism,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bronfenbrenner system involving immediate relationships,,,,,,,Microsystem,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bronfenbrenner system describing interactions between microsystems,,,,,,,Mesosystem,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bronfenbrenner system involving community structures,,,,,,,Exosystem,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bronfenbrenner system involving cultural values and ideologies,,,,,,,Macrosystem,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Bronfenbrenner system involving historical time and transitions,,,,,,,Chronosystem,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Theory viewing development as continuous improvement in processing skills,,,,,,,Information-processing theory,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Research method observing behaviour in real settings,,,,,,,Naturalistic observation,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,In-depth study of one individual or situation,,,,,,,Case study,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Research examining relationships between variables,,,,,,,Correlational research,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Correlation does NOT imply this,,,,,,,Causation,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Research method testing cause-and-effect relationships,,,,,,,Experimental research,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Variable manipulated by the researcher,,,,,,,Independent variable,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Variable measured as the outcome,,,,,,,Dependent variable,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Process that eliminates bias by assigning participants by chance,,,,,,,Random assignment,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Group receiving no treatment in an experiment,,,,,,,Control group,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Research following the same individuals over time,,,,,,,Longitudinal research,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Research comparing different age groups at one time,,,,,,,Cross-sectional research,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Design combining cross-sectional and longitudinal methods,,,,,,,Sequential design,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Advantage of lab research,,,,,,,High control over variables,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Method collecting self-reported data,,,,,,,Survey or interview,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Canadian study tracking children over time,,,,,,,NLSCY,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Domain including problem-solving and memory,,,,,,,Cognitive processes,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Domain including emotions and personality,,,,,,,Socioemotional processes,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,"Influence shaped by SES, culture, and policy",,,,,,,Contextual,Developmental Psychology: A Canadian Perspective,1 - Introduction to Lifespan Development
PSYC9210,Lifespan Development,AI,Each cell in the human body contains:,Half the genetic code,Only phenotype information,The entire genetic code,Only dominant genes,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Genetic variability increases because:,Chromosomes are exact copies,Chromosomes differ from parental DNA,Mutations never occur,Phenotypes remain constant,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Genotype refers to:,Observable traits,Total genetic material,Physical appearance only,Environmental influences,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Phenotype includes:,Only physical traits,Only psychological traits,Observable physical and psychological traits,Only genetic susceptibility,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Most mutant genes are:,Dominant,Recessive,Sex-linked,Polygenetic,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Why are males more vulnerable to X-linked disorders?,They have two X chromosomes,They have only one X chromosome,They inherit more mutations,Their Y chromosome is dominant,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Polygenetic inheritance means:,Traits are determined by one gene,Traits are determined by many interacting genes,Traits are random,Traits are environmentally determined,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Down syndrome is caused by:,Missing chromosome 21,Extra chromosome 21,Extra X chromosome,Missing Y chromosome,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Turner syndrome affects:,Males with XXY,Females with one X chromosome,Females with XXX,Males with XYY,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Klinefelter syndrome involves:,XO,XXY,XYY,XXX,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,The epigenetic view emphasizes:,Genes act independently of environment,Environment influences gene expression,Genes determine all traits,Environment has no biological impact,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Schizophrenia risk increases when:,Only genes are present,Only environment is stressful,Genetic vulnerability interacts with environmental triggers,Neither genes nor environment matter,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Which prenatal period involves organogenesis?,Germinal,Embryonic,Fetal,Postnatal,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Brain development begins around:,Week 1,Week 3,Week 8,Week 12,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,The fetus becomes viable around:,3 months,4 months,6 months,8 months,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Quickening (first fetal movements) is typically felt at:,12 weeks,16 weeks,20 weeks,28 weeks,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Which prenatal test involves sampling amniotic fluid?,Ultrasound,Chorionic villus sampling,Amniocentesis,Fetal MRI,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Infertility is defined as inability to conceive after:,6 months,12 months,18 months,24 months,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Which factor increases risk of birth defects from teratogens?,Low dose,Genetic susceptibility,Late exposure,Short exposure time,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Low birth weight is defined as:,Under 3.0 kg,Under 2.3 kg,Under 1.4 kg,Under 0.9 kg,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Kangaroo care involves:,Swaddling tightly,Skin-to-skin contact for hours daily,Feeding every hour,Infant massage only,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Massage therapy for preterm infants is associated with:,Slower weight gain,Earlier hospital discharge,Lower bonding,Increased irritability,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Bonding immediately after birth is:,Essential for survival,Required for attachment,Pleasurable but not required for healthy development,Harmful if delayed,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Involution refers to:,Placenta delivery,Uterus returning to pre-pregnancy size,Hormonal changes,Milk production,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Postpartum depression risk is reduced by:,Isolation,Father’s support,Avoiding sleep,Stopping breastfeeding,,,B,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Which condition is a gene-linked disorder?,Down syndrome,Turner syndrome,Cystic fibrosis,Klinefelter syndrome,,,C,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
PSYC9210,Lifespan Development,AI,Which environmental factor can influence gene expression?,Day length,Hair colour,Blood type,Eye colour,,,A,Developmental Psychology: A Canadian Perspective,"2 - Heredity, Prenatal Development, and Birth"
