CourseCode,CourseName,Origin,Question,OptionA,OptionB,OptionC,OptionD,OptionE,OptionF,Answer,RelatedTextbook,RelatedChapter
ANAT9140,Anatomy & Physiology I,P,Prokaryotic cells differ from eukaryotic cells because they:,Contain membrane-bound organelles,Have circular DNA not enclosed in a nucleus,Have a cytoplasm and plasma membrane,Are always multicellular,,,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Which of the following structures is unique to eukaryotes?,Plasma membrane,DNA,Golgi apparatus,Ribosomes,,,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Bacteria are classified as:,Prokaryotic cells,Eukaryotic cells,Plant cells,Animal cells,,,A,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Which statement best describes the size difference between prokaryotes and eukaryotes?,Prokaryotes are larger on average,They are the same size,Eukaryotes are generally larger and more complex,Size is unrelated to complexity,,,C,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,"Which organelle is considered the ""control center"" of the cell because it houses genetic material?",Mitochondria,Nucleus,Endoplasmic reticulum,Ribosomes,,,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,The mitochondria are responsible for:,Synthesizing proteins,Producing ATP through cellular respiration,Packaging proteins for export,Breaking down waste with enzymes,,,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Ribosomes are found:,Only in the nucleus,Attached to the rough ER and free-floating in the cytoplasm,Only in mitochondria,Only on the plasma membrane,,,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,"Which organelle modifies, sorts, and packages proteins for secretion?",Smooth ER,Golgi apparatus,Lysosome,Centrosome,,,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Which of the following is a function of the smooth ER?,Protein synthesis,Lipid synthesis and detoxification,ATP production,Chromosome storage,,,B,Anatomy & Physiology (11th Ed.),5 - Cell Structure
ANAT9140,Anatomy & Physiology I,P,Passive transport differs from active transport because it:,Requires ATP,Moves molecules from low to high concentration,Moves molecules down their concentration gradient without energy input,Uses pumps to move ions,,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which of the following is not a type of passive transport?,Simple diffusion,Facilitated diffusion,Osmosis,Sodium-potassium pump,,,D,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Osmosis is the diffusion of:,Solutes through the lipid bilayer,Water through a selectively permeable membrane,Water through protein pumps,Ions against their concentration gradient,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Facilitated diffusion requires:,ATP hydrolysis,A carrier or channel protein,Vesicles,Energy stored in ion gradients,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"If a red blood cell is placed in a hypertonic solution, what happens?",It swells and bursts (lysis),It shrinks (crenates),It stays the same size,It actively pumps out water,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Active transport differs from passive transport because it:,Moves molecules down their concentration gradient,Requires energy to move molecules against their gradient,Involves osmosis through the lipid bilayer,Does not require carrier proteins,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,The primary energy source for most active transport is:,Glucose,ATP,GTP,Oxygen,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"When a molecule moves against its concentration gradient, it:",Moves from high to low concentration,Requires energy input,Occurs by diffusion,Is driven by water potential,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,The sodium-potassium pump moves ions in which direction?,"2 Na⁺ in, 3 K⁺ out","3 Na⁺ in, 2 K⁺ out","3 Na⁺ out, 2 K⁺ in","2 Na⁺ out, 3 K⁺ in",,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,The sodium-potassium pump helps maintain:,Osmotic pressure only,The cell’s resting membrane potential,Equal ion concentrations inside and outside,The rate of mitosis,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Vesicular transport moves materials:,Through membrane channels,By simple diffusion,Using membrane-bound vesicles,Only in one direction,,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which process brings large particles or microorganisms into the cell?,Pinocytosis,Phagocytosis,Exocytosis,Osmosis,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"The process by which a cell releases substances, like hormones, is:",Endocytosis,Exocytosis,Osmosis,Facilitated diffusion,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Pinocytosis is best described as:,The intake of solid particles,The intake of fluid and dissolved substances,The secretion of waste,ATP production,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Receptor-mediated endocytosis allows cells to:,Engulf random particles,Transport only water,Selectively take in specific molecules,Excrete proteins,,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,ATP is needed in vesicular transport because it:,Makes the vesicle membrane hydrophilic,Provides energy to move and fuse vesicles,Neutralizes cell charge,Recycles phospholipids,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"If a cell can no longer produce ATP, which process will stop first?",Diffusion,Osmosis,Active transport,Facilitated diffusion,,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which statement best describes the role of active transport in homeostasis?,It allows random movement of ions,It maintains internal ion and nutrient balance,It moves molecules only by diffusion,It prevents energy use,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"In the small intestine, glucose is absorbed by:",Simple diffusion,Primary active transport,Secondary active transport linked to sodium,Osmosis,,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,"If the Na⁺/K⁺ pump fails, what happens first?",The cell becomes hyperpolarized,The cell swells and may burst,The membrane becomes more positive inside,The cytoskeleton dissolves,,,C,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,White blood cells use active transport mainly for:,Synthesizing ATP,Engulfing pathogens via phagocytosis,Passive diffusion of gases,Making DNA,,,B,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Exocytosis and endocytosis differ mainly by:,Direction of vesicle movement,Use of membrane proteins,Use of ATP,Type of molecules transported,,,A,Anatomy & Physiology (11th Ed.),6 - Cell Function
ANAT9140,Anatomy & Physiology I,P,Which phase of the cell cycle involves DNA replication?,G₁ phase,S phase,G₂ phase,M phase,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,During which phase of mitosis do sister chromatids separate?,Prophase,Metaphase,Anaphase,Telophase,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The G₁ checkpoint ensures that:,DNA replication has been completed correctly,The cell is large enough and has enough nutrients to divide,Chromosomes are aligned properly,Cytokinesis has finished,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Cyclins and cyclin-dependent kinases (CDKs) are important because they:,Provide energy for mitosis,Repair damaged DNA,Regulate the timing of the cell cycle,Transport genetic material,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Cancer can best be described as:,Controlled cell division,Uncontrolled cell growth caused by loss of cell cycle regulation,A viral infection,A normal response to tissue injury,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,A tumor suppressor gene functions to:,Accelerate cell division,Halt cell division when errors occur,Promote metastasis,Mutate oncogenes,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The primary function of mitosis is to:,Produce gametes,Reduce the chromosome number,"Grow, repair, and replace cells",Create genetic variation,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,During which phase of mitosis do chromosomes align along the equatorial plane?,Prophase,Metaphase,Anaphase,Telophase,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,"In mitosis, the two daughter cells produced are:",Haploid and genetically different,Diploid and genetically identical,Haploid and genetically identical,Diploid and genetically different,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The spindle fibers attach to the centromeres during:,Prophase,Metaphase,Anaphase,Cytokinesis,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Cytokinesis in animal cells involves:,Formation of a cell plate,Cleavage furrow formation,Duplication of chromosomes,Crossing over,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The purpose of meiosis is to:,Produce identical somatic cells,Produce gametes with half the number of chromosomes,Repair damaged cells,Duplicate DNA for mitosis,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,How many daughter cells result from meiosis?,1,2,3,4,,,D,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Crossing over occurs during:,Prophase I,Metaphase I,Anaphase I,Telophase I,,,A,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,During which stage of meiosis are homologous chromosomes separated?,Prophase I,Metaphase I,Anaphase I,Anaphase II,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,Which of the following increases genetic diversity in offspring?,DNA replication,Cytokinesis,Crossing over and independent assortment,Cleavage furrow formation,,,C,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,The cells produced at the end of meiosis II are:,Diploid and identical,Haploid and genetically unique,Diploid and genetically unique,Haploid and identical,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
ANAT9140,Anatomy & Physiology I,P,An error in chromosome separation during meiosis is called:,Crossing over,Nondisjunction,Independent assortment,Apoptosis,,,B,Anatomy & Physiology (11th Ed.),7 - Cell Growth & Development
